"id","study_id","sex","race","T_TOCA_breakrule","T_TOCA_harmpro","T_TOCA_breakthg","T_TOCA_takeprop","T_TOCA_fight","T_TOCA_lies","T_TOCA_yell","T_TOCA_stub","T_TOCA_teas","hs"
"PIRC2_2505","PIRC2","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_2529","PIRC2","female","black",1,0,0,0,0,0,1,0,1,1
"PIRC2_2577","PIRC2","female","black",1,0,0,0,0,0,1,1,1,1
"PIRC2_2649","PIRC2","male","black",1,1,1,1,1,1,1,0,1,1
"PIRC2_2673","PIRC2","female","black",0,0,0,0,0,0,0,0,1,1
"PIRC2_2697","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_2721","PIRC2","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_273","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_2769","PIRC2","male","black",1,0,0,0,1,1,1,1,1,1
"PIRC2_2793","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_2817","PIRC2","male","black",1,1,1,0,1,1,1,0,1,0
"PIRC2_2841","PIRC2","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC2_2865","PIRC2","male","black",0,0,0,0,0,0,1,0,1,1
"PIRC2_2913","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_2937","PIRC2","male","black",1,0,0,1,0,0,0,0,1,0
"PIRC2_297","PIRC2","male","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_2985","PIRC2","male","black",1,0,0,0,1,0,0,0,0,1
"PIRC2_3009","PIRC2","male","white",1,0,0,0,0,0,1,1,0,1
"PIRC2_3033","PIRC2","female","black",0,0,0,0,1,0,0,0,0,1
"PIRC2_3057","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3081","PIRC2","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC2_3105","PIRC2","female","white",1,0,0,0,0,0,1,0,1,0
"PIRC2_3129","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3177","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_3201","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3225","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3249","PIRC2","female","black",1,0,0,0,0,0,1,0,1,1
"PIRC2_3273","PIRC2","male","black",0,0,0,0,0,0,0,1,0,1
"PIRC2_3297","PIRC2","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_33","PIRC2","male","white",0,0,0,0,0,0,0,0,0,0
"PIRC2_3321","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3345","PIRC2","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_3369","PIRC2","male","black",1,0,0,0,1,0,1,0,1,1
"PIRC2_3417","PIRC2","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_345","PIRC2","female","black",1,0,0,0,0,0,1,1,0,1
"PIRC2_3465","PIRC2","female","black",1,0,0,1,0,1,0,0,0,1
"PIRC2_3489","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_3513","PIRC2","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_3537","PIRC2","female","black",0,1,0,0,0,0,0,0,0,1
"PIRC2_3561","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3585","PIRC2","male","black",0,0,0,0,0,0,0,0,1,1
"PIRC2_3609","PIRC2","male","black",1,0,0,0,0,0,0,1,0,1
"PIRC2_3633","PIRC2","male","black",1,0,0,0,1,0,0,0,0,1
"PIRC2_3657","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3681","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_369","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_3705","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_3729","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3753","PIRC2","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_3777","PIRC2","male","black",0,0,0,0,1,0,0,1,0,1
"PIRC2_3801","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3825","PIRC2","female","black",0,0,0,0,0,0,1,0,0,1
"PIRC2_3849","PIRC2","female","black",1,0,0,1,0,0,0,0,0,0
"PIRC2_3897","PIRC2","female","black",1,0,0,0,0,1,1,1,1,0
"PIRC2_3921","PIRC2","male","black",0,0,0,0,0,0,0,0,1,1
"PIRC2_3945","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_3993","PIRC2","male","black",1,0,0,0,0,0,1,1,0,1
"PIRC2_4017","PIRC2","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_4065","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_4089","PIRC2","female","black",1,0,1,1,1,0,1,0,0,1
"PIRC2_4113","PIRC2","male","black",1,0,0,0,1,0,0,0,0,1
"PIRC2_4137","PIRC2","female","white",1,0,0,0,1,1,1,0,1,0
"PIRC2_4161","PIRC2","female","black",1,1,0,1,0,1,0,1,0,1
"PIRC2_417","PIRC2","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_4185","PIRC2","male","black",1,0,0,1,0,0,1,0,0,1
"PIRC2_4209","PIRC2","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC2_4233","PIRC2","male","black",1,0,0,0,1,0,0,0,0,0
"PIRC2_4281","PIRC2","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_4305","PIRC2","male","black",1,1,1,1,1,1,0,0,1,1
"PIRC2_4377","PIRC2","male","black",1,1,0,0,0,0,0,0,0,1
"PIRC2_4401","PIRC2","female","black",1,1,0,0,0,0,0,0,0,1
"PIRC2_4449","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_4521","PIRC2","male","black",1,0,0,1,1,1,1,1,1,1
"PIRC2_4545","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_4569","PIRC2","male","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_4593","PIRC2","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_4617","PIRC2","female","black",1,0,0,0,1,1,0,1,1,0
"PIRC2_4641","PIRC2","male","black",1,1,0,0,1,0,1,1,1,0
"PIRC2_465","PIRC2","female","black",0,0,0,0,0,0,0,0,1,0
"PIRC2_4665","PIRC2","male","black",1,0,0,0,1,0,0,1,1,1
"PIRC2_4689","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_4737","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_4761","PIRC2","male","black",0,0,0,0,0,0,0,1,0,1
"PIRC2_4785","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_4833","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_489","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_4905","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_4929","PIRC2","male","black",1,0,0,1,1,0,0,0,1,1
"PIRC2_4953","PIRC2","male","black",1,0,0,0,0,1,0,0,0,1
"PIRC2_4977","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5001","PIRC2","male","black",1,0,0,0,1,0,0,0,1,1
"PIRC2_5025","PIRC2","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_5049","PIRC2","male","black",0,0,0,0,0,0,0,1,1,1
"PIRC2_5073","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_5121","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_513","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_5145","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_5169","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5193","PIRC2","female","white",0,0,0,0,0,0,0,0,1,1
"PIRC2_5241","PIRC2","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC2_5265","PIRC2","male","black",1,1,1,1,1,1,0,1,1,1
"PIRC2_5289","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5313","PIRC2","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_5337","PIRC2","female","black",0,0,0,1,0,0,1,0,0,1
"PIRC2_5361","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_537","PIRC2","female","black",1,0,0,0,0,0,1,0,1,1
"PIRC2_5385","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5457","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5481","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5505","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5529","PIRC2","female","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_5553","PIRC2","female","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_5577","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5601","PIRC2","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_561","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5625","PIRC2","male","black",0,0,1,0,0,0,0,1,0,1
"PIRC2_5649","PIRC2","male","black",1,1,0,0,0,1,1,1,0,1
"PIRC2_5673","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5697","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_57","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5721","PIRC2","male","black",0,1,1,0,1,0,0,0,1,1
"PIRC2_5745","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5769","PIRC2","female","black",1,0,1,0,0,0,1,1,1,1
"PIRC2_5793","PIRC2","male","black",1,1,1,0,1,0,0,1,0,1
"PIRC2_5817","PIRC2","male","black",1,0,0,0,1,0,0,0,1,0
"PIRC2_5841","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_585","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5889","PIRC2","female","white",1,1,1,1,1,1,1,1,1,0
"PIRC2_5913","PIRC2","female","black",1,0,0,0,0,0,0,1,0,1
"PIRC2_5937","PIRC2","male","black",1,0,0,0,1,0,1,0,1,1
"PIRC2_5961","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_5985","PIRC2","female","black",0,0,0,0,0,1,1,1,1,1
"PIRC2_6009","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6033","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6057","PIRC2","male","black",1,0,0,1,1,0,0,1,1,1
"PIRC2_609","PIRC2","female","black",1,1,0,0,0,1,1,0,0,1
"PIRC2_6105","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_6153","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6177","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6201","PIRC2","male","black",1,1,1,1,1,0,1,1,1,0
"PIRC2_6225","PIRC2","male","black",1,0,0,0,1,1,1,1,1,1
"PIRC2_6249","PIRC2","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_6273","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_6297","PIRC2","male","black",1,1,1,1,1,1,1,1,0,1
"PIRC2_6321","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_633","PIRC2","female","black",1,0,0,0,0,0,1,0,0,1
"PIRC2_6393","PIRC2","male","white",1,0,0,0,0,0,1,0,1,1
"PIRC2_6417","PIRC2","male","black",0,1,1,0,1,1,1,0,1,1
"PIRC2_6441","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6537","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_657","PIRC2","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC2_6585","PIRC2","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC2_6609","PIRC2","female","black",1,0,0,0,0,1,0,1,1,1
"PIRC2_6633","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6657","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6681","PIRC2","female","black",0,0,0,0,0,1,0,0,0,1
"PIRC2_6705","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6729","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6753","PIRC2","male","black",1,0,0,1,1,0,1,0,0,1
"PIRC2_6777","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6801","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_681","PIRC2","male","black",1,0,0,0,0,0,0,0,1,1
"PIRC2_6825","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6849","PIRC2","male","black",1,0,0,0,1,1,1,1,1,1
"PIRC2_6873","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_6897","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_6921","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_6945","PIRC2","female","black",1,1,0,0,1,1,1,1,1,1
"PIRC2_6969","PIRC2","male","black",1,0,0,0,1,0,0,0,0,1
"PIRC2_6993","PIRC2","male","black",0,0,0,1,1,0,0,1,0,1
"PIRC2_7017","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_7065","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7089","PIRC2","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_7113","PIRC2","female","black",1,1,0,0,1,0,1,1,1,1
"PIRC2_7137","PIRC2","male","black",0,0,0,0,0,0,1,0,0,1
"PIRC2_7161","PIRC2","female","black",0,0,0,0,0,0,0,1,0,0
"PIRC2_7209","PIRC2","male","white",1,0,0,0,0,0,1,0,1,1
"PIRC2_7233","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_7281","PIRC2","male","white",1,0,0,0,1,0,1,1,1,1
"PIRC2_729","PIRC2","female","white",1,0,0,0,0,0,1,0,1,1
"PIRC2_7305","PIRC2","female","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_7329","PIRC2","male","black",1,0,0,1,1,1,1,1,1,1
"PIRC2_7377","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7401","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_7425","PIRC2","male","black",0,0,0,0,1,0,0,0,0,1
"PIRC2_7473","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_7497","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7521","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_753","PIRC2","male","black",1,0,0,0,0,0,0,1,0,1
"PIRC2_7545","PIRC2","male","white",1,1,1,0,1,1,1,1,1,0
"PIRC2_7641","PIRC2","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_7665","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7689","PIRC2","male","black",0,1,0,0,0,0,0,0,0,1
"PIRC2_7737","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_7761","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_777","PIRC2","male","black",1,0,0,0,0,1,1,0,1,1
"PIRC2_7785","PIRC2","male","black",1,0,0,1,1,0,0,0,0,1
"PIRC2_7833","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7857","PIRC2","male","black",0,0,0,0,0,0,1,0,0,1
"PIRC2_7881","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7929","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7953","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_7977","PIRC2","male","black",1,0,0,1,1,1,1,0,1,1
"PIRC2_8001","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_801","PIRC2","female","black",1,0,0,0,0,1,0,1,1,1
"PIRC2_8025","PIRC2","male","black",1,0,0,0,1,0,0,1,1,1
"PIRC2_8049","PIRC2","male","black",0,0,0,0,0,1,0,1,1,0
"PIRC2_8073","PIRC2","male","black",1,0,0,0,1,0,1,0,1,0
"PIRC2_8097","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_81","PIRC2","female","black",1,0,0,0,1,1,1,1,0,1
"PIRC2_8121","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_8145","PIRC2","male","black",1,1,1,1,1,1,1,1,1,0
"PIRC2_8169","PIRC2","male","black",1,0,0,0,1,0,1,1,1,1
"PIRC2_8193","PIRC2","male","white",1,1,1,0,1,1,1,1,0,1
"PIRC2_8217","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8265","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8313","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8361","PIRC2","female","black",0,0,0,0,0,0,0,0,1,1
"PIRC2_8409","PIRC2","male","white",1,0,0,0,1,0,1,1,1,1
"PIRC2_8433","PIRC2","male","white",1,0,0,0,0,0,1,1,1,1
"PIRC2_8529","PIRC2","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_8553","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8601","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8625","PIRC2","female","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_8649","PIRC2","male","white",1,0,0,0,1,0,0,0,1,1
"PIRC2_8673","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8697","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8721","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_873","PIRC2","male","white",1,0,0,0,0,0,0,0,0,1
"PIRC2_8745","PIRC2","male","black",1,0,0,0,0,0,1,0,0,1
"PIRC2_8793","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8817","PIRC2","male","black",1,1,1,1,0,0,1,0,1,1
"PIRC2_8841","PIRC2","female","black",0,0,0,0,0,0,0,0,0,0
"PIRC2_8865","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8889","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_8937","PIRC2","male","black",1,1,1,1,1,0,0,0,1,1
"PIRC2_8961","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_897","PIRC2","male","white",0,0,0,0,0,0,0,0,0,1
"PIRC2_8985","PIRC2","male","black",1,1,1,1,1,1,1,0,1,0
"PIRC2_9009","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_9033","PIRC2","male","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_9057","PIRC2","female","black",0,1,0,0,0,0,0,0,0,1
"PIRC2_9081","PIRC2","male","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_9105","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_9129","PIRC2","female","black",0,0,0,0,0,0,1,1,0,1
"PIRC2_9153","PIRC2","female","black",1,1,0,1,1,0,1,1,1,1
"PIRC2_921","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_9225","PIRC2","female","black",0,0,0,0,0,1,1,1,1,1
"PIRC2_9249","PIRC2","female","black",0,0,0,0,0,0,0,1,1,1
"PIRC2_9273","PIRC2","male","black",1,1,0,1,0,1,0,0,0,1
"PIRC2_9297","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_9321","PIRC2","female","black",0,1,0,0,0,0,0,0,0,1
"PIRC2_9369","PIRC2","female","black",1,0,0,0,1,0,1,1,1,1
"PIRC2_9393","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_945","PIRC2","female","black",0,0,0,0,0,0,0,1,0,1
"PIRC2_9489","PIRC2","female","black",1,0,0,0,0,0,1,0,0,1
"PIRC2_9537","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_9561","PIRC2","male","black",1,0,0,0,0,0,0,1,0,1
"PIRC2_9585","PIRC2","male","black",1,1,1,1,1,1,1,1,0,1
"PIRC2_9609","PIRC2","female","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_9633","PIRC2","female","black",1,1,0,1,1,1,1,1,1,1
"PIRC2_9657","PIRC2","female","black",1,1,1,1,1,1,1,1,1,1
"PIRC2_969","PIRC2","male","black",0,0,0,0,0,0,0,0,0,1
"PIRC2_9705","PIRC2","female","black",1,0,0,0,1,1,0,0,1,1
"PIRC2_9729","PIRC2","male","black",1,0,0,0,0,0,1,0,1,1
"PIRC2_9777","PIRC2","female","black",1,0,0,0,1,1,0,1,1,1
"PIRC2_9801","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_9825","PIRC2","male","black",1,0,0,0,0,0,0,0,0,1
"PIRC2_9849","PIRC2","female","black",1,0,0,0,0,1,0,0,1,1
"PIRC2_9897","PIRC2","female","black",1,0,0,1,0,0,0,0,0,1
"PIRC2_9921","PIRC2","male","white",0,0,0,0,0,0,1,0,0,1
"PIRC2_993","PIRC2","male","black",1,0,0,0,1,0,0,0,1,1
"PIRC2_9969","PIRC2","male","white",0,0,0,0,0,0,0,0,0,0
"PIRC2_9993","PIRC2","female","black",0,0,0,0,0,0,0,0,0,1
"SAFE_011","SAFE","male","black",1,0,1,1,1,0,1,1,1,0
"SAFE_016","SAFE","female","black",0,0,0,0,0,1,1,1,1,0
"SAFE_020","SAFE","male","black",1,1,0,0,0,1,1,1,1,0
"SAFE_021","SAFE","male","black",0,0,0,0,0,0,0,0,0,0
"SAFE_038","SAFE","female","black",1,0,0,1,1,1,1,0,1,0
"SAFE_039","SAFE","female","black",0,0,0,0,0,0,0,0,0,0
"SAFE_043","SAFE","female","black",1,0,0,1,1,0,1,0,1,0
"SAFE_045","SAFE","male","black",0,0,0,0,0,0,0,0,0,0
"SAFE_052","SAFE","male","black",1,0,0,0,1,1,0,1,1,1
"SAFE_055","SAFE","male","black",0,0,0,0,0,0,0,0,0,0
"SAFE_057","SAFE","male","black",1,1,1,1,0,1,1,1,1,0
"SAFE_062","SAFE","female","black",1,1,1,1,0,0,1,1,1,1
"SAFE_064","SAFE","female","black",1,0,0,1,1,1,0,1,0,0
"SAFE_065","SAFE","female","black",1,1,0,0,1,1,1,1,1,0
"SAFE_073","SAFE","female","black",1,0,0,1,1,1,1,1,1,0
"SAFE_075","SAFE","female","white",1,0,0,0,0,0,0,0,0,0
"SAFE_076","SAFE","male","black",1,0,0,0,1,1,1,1,1,1
"SAFE_077","SAFE","male","black",1,1,0,0,0,0,1,0,0,0
"SAFE_091","SAFE","female","black",0,0,0,0,0,0,0,0,0,0
"SAFE_098","SAFE","male","white",1,1,1,1,1,1,1,1,1,0
"SAFE_106","SAFE","female","black",1,1,0,1,1,0,1,1,1,0
"SAFE_110","SAFE","female","white",0,0,0,0,0,0,0,0,0,0
"SAFE_129","SAFE","male","black",1,0,0,0,0,1,1,0,1,0
"SAFE_134","SAFE","female","black",0,0,0,0,0,0,0,1,1,0
"SAFE_145","SAFE","male","black",1,1,1,1,1,1,0,1,1,0
"SAFE_152","SAFE","female","black",1,0,0,1,0,1,0,0,1,0
"SAFE_156","SAFE","female","black",1,1,1,1,1,1,1,0,1,1
"SAFE_158","SAFE","male","black",1,1,1,1,1,1,1,1,0,1
"SAFE_168","SAFE","male","black",1,1,1,1,1,1,1,1,1,0
"SAFE_177","SAFE","female","black",1,1,0,1,0,1,0,0,0,0
"SAFE_180","SAFE","female","black",0,0,0,0,0,0,0,0,0,0
"SAFE_191","SAFE","male","black",1,0,0,1,1,1,1,1,1,0
"SAFE_198","SAFE","female","black",1,0,0,0,1,0,1,1,1,0
"SAFE_202","SAFE","female","black",1,NA,1,1,1,1,1,1,1,0
"SAFE_206","SAFE","male","black",1,0,0,0,0,0,0,1,0,0
"SAFE_207","SAFE","female","black",1,1,1,1,1,1,1,1,0,0
"SAFE_226","SAFE","male","black",1,0,0,0,1,1,0,1,1,0
"SAFE_229","SAFE","male","black",1,0,0,0,0,1,1,1,0,0
"SAFE_233","SAFE","female","black",0,0,0,0,0,0,0,1,1,1
"SAFE_234","SAFE","female","black",1,0,1,1,0,1,1,0,1,0
"SAFE_238","SAFE","male","black",1,0,0,0,0,1,0,0,0,0
"SAFE_243","SAFE","male","white",1,1,1,1,1,1,0,1,0,0
"SAFE_245","SAFE","female","black",1,1,1,1,1,1,1,1,1,0
"SAFE_248","SAFE","female","white",1,0,0,1,0,0,0,0,0,0
"SAFE_253","SAFE","female","black",1,0,0,0,1,1,0,1,1,0
"SAFE_259","SAFE","male","black",1,0,1,1,1,1,1,0,1,0
"SAFE_273","SAFE","male","black",1,1,1,1,1,1,1,1,1,0
"SAFE_278","SAFE","male","black",1,0,0,0,0,1,1,1,1,0
"SAFE_280","SAFE","male","black",1,1,1,1,0,1,1,1,1,0
"SAFE_282","SAFE","female","black",1,1,1,1,1,1,1,1,1,0
"SAFE_285","SAFE","female","black",1,0,0,1,1,1,1,1,1,0
"SAFE_291","SAFE","female","black",1,1,1,1,1,1,1,1,0,0
"SAFE_297","SAFE","female","black",1,1,1,1,1,1,1,1,1,0
"SAFE_298","SAFE","female","black",0,1,0,1,1,1,1,1,1,0
"SAFE_303","SAFE","male","black",0,0,0,0,0,0,0,0,0,0
"SAFE_305","SAFE","female","black",0,0,0,0,0,0,0,0,0,0
"SAFE_308","SAFE","female","black",1,1,1,1,1,1,1,1,1,0
"SAFE_312","SAFE","female","black",1,0,0,0,0,0,1,1,1,1
"SAFE_313","SAFE","male","black",NA,0,0,0,0,0,0,0,0,0
"SAFE_321","SAFE","female","black",0,0,0,0,0,1,0,0,0,0
"SAFE_332","SAFE","male","black",0,0,0,0,0,0,0,0,0,1
"SAFE_354","SAFE","male","black",1,1,0,1,1,1,0,1,1,0
"SAFE_363","SAFE","female","black",1,0,0,0,0,1,0,1,0,0
"SAFE_366","SAFE","female","black",0,0,0,0,0,0,0,0,0,0
"SAFE_370","SAFE","female","black",1,0,0,0,0,1,0,1,0,0
"SAFE_373","SAFE","male","black",1,1,1,1,1,0,1,1,0,0
"SAFE_383","SAFE","female","black",1,0,0,0,0,0,0,0,1,1
"SAFE_395","SAFE","female","black",1,1,0,1,0,1,1,1,1,0
"SAFE_397","SAFE","male","black",0,0,0,0,0,1,0,0,1,0
"SAFE_398","SAFE","female","black",1,1,1,1,1,1,1,1,1,0
"SAFE_400","SAFE","female","black",1,1,1,1,1,1,1,1,1,0
"SAFE_407","SAFE","male","black",1,1,1,1,1,1,1,1,1,0
"SAFE_418","SAFE","female","black",1,1,0,1,1,1,1,1,0,0
"SAFE_432","SAFE","female","white",0,0,0,0,0,0,0,0,0,0
"SAFE_433","SAFE","male","black",1,1,1,1,1,1,1,1,1,1
"SAFE_442","SAFE","female","white",1,1,1,1,1,1,1,1,1,0
"SAFE_443","SAFE","female","black",1,0,0,0,0,0,1,1,0,1
"SAFE_466","SAFE","male","black",1,1,1,1,1,1,1,1,1,0
"SAFE_469","SAFE","female","black",0,0,0,0,0,0,0,0,0,0
